age,gender,education_level,job_title,years_of_experience,salary,job_title_norm
33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0,junior business analyst
35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0,senior marketing analyst
43.0,Male,Master's,Director of Operations,19.0,170000.0,director of operations
29.0,Female,Bachelor's,Junior Project Manager,2.0,40000.0,junior project manager
34.0,Male,Bachelor's,Senior Operations Coordinator,7.0,90000.0,senior operations coordinator
44.0,Female,PhD,Senior Business Analyst,15.0,150000.0,senior business analyst
31.0,Male,Master's,Data Scientist,6.0,160000.0,data scientist
28.0,Female,Bachelor's,Software Engineer,3.0,125000.0,software engineer
26.0,Male,Master's,Product Manager,2.0,120000.0,product manager
27.0,Female,Bachelor's,Data Analyst,2.0,110000.0,data analyst
30.0,Male,PhD,Data Scientist,5.0,180000.0,data scientist
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
27.0,Male,PhD,Data Scientist,2.0,115000.0,data scientist
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,software engineer
26.0,Female,Master's,Product Manager,2.0,120000.0,product manager
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,data analyst
30.0,Female,PhD,Data Scientist,5.0,180000.0,data scientist
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
27.0,Male,PhD,Data Scientist,2.0,115000.0,data scientist
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,software engineer
26.0,Female,Master's,Product Manager,2.0,120000.0,product manager
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,data analyst
30.0,Female,PhD,Data Scientist,5.0,180000.0,data scientist
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
27.0,Male,PhD,Data Scientist,2.0,115000.0,data scientist
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,software engineer
26.0,Female,Master's,Product Manager,2.0,120000.0,product manager
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,data analyst
30.0,Female,PhD,Data Scientist,5.0,180000.0,data scientist
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
27.0,Male,PhD,Data Scientist,2.0,115000.0,data scientist
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
27.0,Male,PhD,Data Scientist,2.0,115000.0,data scientist
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,software engineer
26.0,Female,Master's,Product Manager,2.0,120000.0,product manager
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,data analyst
30.0,Female,PhD,Data Scientist,5.0,180000.0,data scientist
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
27.0,Male,PhD,Data Scientist,2.0,115000.0,data scientist
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
27.0,Male,PhD,Data Scientist,2.0,115000.0,data scientist
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
27.0,Male,PhD,Data Scientist,2.0,115000.0,data scientist
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
27.0,Male,PhD,Data Scientist,2.0,115000.0,data scientist
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,product manager
25.0,Female,Master's,Data Analyst,1.0,100000.0,data analyst
33.0,Male,PhD,Data Scientist,8.0,190000.0,data scientist
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,software engineer
28.0,Male,Master's,Product Manager,3.0,130000.0,product manager
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,data analyst
27.0,Male,PhD,Data Scientist,2.0,115000.0,data scientist
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,product manager
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,data analyst
29.0,Female,Master's,Data Scientist,6.0,180000.0,data scientist
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,software engineer
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,product manager
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,data analyst
31.0,Female,Master's,Data Scientist,9.0,195000.0,data scientist
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,software engineer
33.0,Female,Master's,Product Manager,11.0,198000.0,product manager
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,data analyst
30.0,Female,PhD,Data Scientist,7.0,185000.0,data scientist
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Female,Master's,Product Manager,12.0,196000.0,product manager
23.0,Male,Bachelor's,Data Analyst,1.0,95000.0,data analyst
32.0,Female,PhD,Data Scientist,10.0,193000.0,data scientist
29.0,Male,Bachelor's,Software Engineer,6.0,175000.0,software engineer
30.0,Female,Bachelor's,Product Manager,5.0,160000.0,product manager
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,data analyst
31.0,Female,Master's,Data Scientist,6.0,180000.0,data scientist
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,software engineer
33.0,Female,Master's,Product Manager,11.0,198000.0,product manager
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,data analyst
30.0,Female,PhD,Data Scientist,7.0,185000.0,data scientist
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Female,Master's,Product Manager,12.0,196000.0,product manager
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,data analyst
29.0,Female,Master's,Data Scientist,6.0,180000.0,data scientist
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,software engineer
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,product manager
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,data analyst
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,software engineer
33.0,Male,Master's,Product Manager,11.0,198000.0,product manager
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0,data analyst
30.0,Male,PhD,Data Scientist,7.0,185000.0,data scientist
27.0,Female,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Male,Master's,Product Manager,12.0,196000.0,product manager
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,data analyst
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,software engineer
29.0,Female,Master's,Data Scientist,6.0,180000.0,data scientist
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0,data analyst
33.0,Female,Master's,Product Manager,11.0,198000.0,product manager
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,data analyst
31.0,Female,PhD,Data Scientist,9.0,195000.0,data scientist
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,software engineer
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,product manager
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,data analyst
29.0,Female,Master's,Data Scientist,6.0,180000.0,data scientist
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,software engineer
33.0,Female,Master's,Product Manager,11.0,198000.0,product manager
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,data analyst
30.0,Female,PhD,Data Scientist,7.0,185000.0,data scientist
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Female,Master's,Product Manager,12.0,196000.0,product manager
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,data analyst
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,software engineer
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,data analyst
29.0,Female,Master's,Data Scientist,6.0,180000.0,data scientist
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,software engineer
33.0,Female,Master's,Product Manager,11.0,198000.0,product manager
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,data analyst
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,data analyst
30.0,Female,PhD,Data Scientist,7.0,185000.0,data scientist
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,data analyst
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,software engineer
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,data analyst
29.0,Female,Master's,Data Scientist,6.0,180000.0,data scientist
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,software engineer
33.0,Female,Master's,Product Manager,11.0,198000.0,product manager
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,data analyst
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,data analyst
30.0,Female,PhD,Data Scientist,7.0,185000.0,data scientist
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,data analyst
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,software engineer
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,data analyst
29.0,Female,Master's,Data Scientist,6.0,180000.0,data scientist
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,software engineer
33.0,Female,Master's,Product Manager,11.0,198000.0,product manager
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,data analyst
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,data analyst
30.0,Female,PhD,Data Scientist,7.0,185000.0,data scientist
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,data analyst
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,software engineer
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,data analyst
29.0,Female,Master's,Data Scientist,6.0,180000.0,data scientist
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,software engineer
33.0,Female,Master's,Product Manager,11.0,198000.0,product manager
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,data analyst
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
25.0,Male,Bachelor's,Data Analyst,2.0,125000.0,data analyst
28.0,Female,Master's,Data Scientist,6.0,175000.0,data scientist
30.0,Male,Bachelor's,Software Engineer,8.0,190000.0,software engineer
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,product manager
24.0,Male,Bachelor's,Data Analyst,1.0,95000.0,data analyst
31.0,Male,Master's,Data Scientist,9.0,195000.0,data scientist
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,software engineer
33.0,Female,Master's,Product Manager,11.0,198000.0,product manager
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,data analyst
30.0,Female,PhD,Data Scientist,7.0,185000.0,data scientist
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,software engineer
34.0,Female,Master's,Product Manager,12.0,196000.0,product manager
23.0,Male,Bachelor's,Data Analyst,1.0,90000.0,data analyst
32.0,Female,PhD,Data Scientist,10.0,193000.0,data scientist
29.0,Male,Bachelor's,Software Engineer,6.0,170000.0,software engineer
